"group1","group2","weight"
"Mount Juliet/Wilson County Hiking & Outdoors","Board Game Lovers Meetup",2
"Mount Juliet/Wilson County Hiking & Outdoors","Music City Jazz Fans",2
"Mount Juliet/Wilson County Hiking & Outdoors","Black Women Read Book Club",1
"Mount Juliet/Wilson County Hiking & Outdoors","CityWalks",1
"Mount Juliet/Wilson County Hiking & Outdoors","Team Green Adventures",2
"Mount Juliet/Wilson County Hiking & Outdoors","Make Nashville Meetup",1
"Mount Juliet/Wilson County Hiking & Outdoors","Piano Music Lovers of Nashville",1
"NashReact","Nash.rb",10
"NashReact","Nashville Christian Technologists and Entrepreneurs",2
"NashReact","State & Local Government Developers Network",1
"NashReact","WordPress Nashville",1
"NashReact","freeCodeCamp Nashville",5
"NashReact","Developer Launchpad Nashville",7
"NashReact","Eat Love Nash",1
"NashReact","Nashville PHP User Group",5
"NashReact","Nashville Music-Technology Group",1
"NashReact","Nashville Area Gamer Association - NAGA",1
"NashReact","Nashville Virtual Reality Meetup",3
"NashReact","Nashville Docker Meetup",1
"NashReact","Volunteer Nashville",1
"NashReact","Nashville Mobile .NET Developers",4
"NashReact","Nashville API Developers",5
"NashReact","20s in Nashville",1
"NashReact","Nashville .NET User Group",13
"NashReact","Nashville Salesforce Admins & Developers Group",3
"NashReact","PyNash",20
"NashReact","Nashville Lisp Sync",1
"NashReact","Nashville Software Beginners",24
"NashReact","Nashville Java Users' Group",2
"NashReact","Code for Nashville",21
"NashReact","Nashville soccer",1
"NashReact","Nashville SEO & Internet Marketing, Over 1,600 Members!",4
"NashReact","Climb Nashville Meetup",1
"NashReact","The Iron Yard - Nashville",8
"NashReact","Nashville PowerShell User Group (NashPUG)",1
"NashReact","All Things Angular",11
"NashReact","Ethereum Nashville",2
"NashReact","Greater Nashville Healthcare Analytics",1
"NashReact","Nashville UX",15
"NashReact","Nashville English Language Learning Meetup",1
"NashReact","NashMicro - The Nashville Microcontroller Makers Group",5
"NashReact","Agile Nashville User Group",1
"NashReact","NashBI",3
"NashReact","Nash |> Elixir",12
"NashReact","Data Science Nashville",6
"NashReact","Nashville Women Programmers",4
"NashReact","Nashville Mobile Developers",18
"NashReact","Nashville Machine Learning Meetup",4
"NashReact","Design Thinking Nashville",2
"NashReact","Nashville Game Developers",2
"NashReact","Franklin Developer Lunch & Learn",12
"NashReact","Nashville Amazon Web Services User Group",2
"NashReact","Murfreesboro Web Development Meetup",1
"NashReact","NashJS",66
"NashReact","Nashville Product Meetup",4
"NashReact","Piano Music Lovers of Nashville",1
"NashReact","Nashville Music Programmers",2
"NashvilleTech","Nashville Java Users' Group",1
"NashvilleTech","Nashville SEO & Internet Marketing, Over 1,600 Members!",2
"NashvilleTech","GrowNashville: Startup Entrepreneurs, Hackers, & Web Experts",1
"NashvilleTech","SEO in Nashville - Join the Other Group!",1
"NashvilleTech","WordPress Nashville",2
"NashvilleTech","The Nashville Web Design Meetup Group",1
"NashvilleTech","NashMicro - The Nashville Microcontroller Makers Group",1
"NashvilleTech","Build and Develop Your Online Presence Nashville, TN",1
"NashvilleTech","Data Science Nashville",1
"NashvilleTech","Nashville Mobile Developers",1
"NashvilleTech","Full-Stack Marketing Mastermind",1
"NashvilleTech","Nashville Digital Marketing Meetup",1
"NashvilleTech","Nashville Machine Learning Meetup",1
"NashvilleTech","Nashville Search Engine Marketing Meetup",1
"NashvilleTech","Nashville .NET User Group",1
"NashvilleTech","NashJS",1
"Unity of Nashville Spirituality Meetup Group","Spiritual Psychology and Consciousness Group",1
"Unity of Nashville Spirituality Meetup Group","Nashville Charismatic Liberals",1
"Unity of Nashville Spirituality Meetup Group","Nashville Faith & Skepticism Meetup",1
"Unity of Nashville Spirituality Meetup Group","Stepping Out Social Dance Meetup",1
"Unity of Nashville Spirituality Meetup Group","SCORE Nashville Events, Networking and Workshops",1
"Unity of Nashville Spirituality Meetup Group","Ethereum Nashville",1
"Unity of Nashville Spirituality Meetup Group","Nashville: CryptoCurrency University",1
"Unity of Nashville Spirituality Meetup Group","Free & Cheap Events",1
"Unity of Nashville Spirituality Meetup Group","Nashville Psychic Meetup",3
"Unity of Nashville Spirituality Meetup Group","Philosophy, Science, Religion and Ethics.",1
"Unity of Nashville Spirituality Meetup Group","Tennessee Real Estate Investors Meetup",1
"Unity of Nashville Spirituality Meetup Group","Nashville Spiritual Experiences Group",1
"Unity of Nashville Spirituality Meetup Group","Transition Nashville",1
"Unity of Nashville Spirituality Meetup Group","Nashville Hiking Meetup",1
"Unity of Nashville Spirituality Meetup Group","Nashville Amnesty International",1
"Unity of Nashville Spirituality Meetup Group","Nashville Game Developers",1
"Unity of Nashville Spirituality Meetup Group","Volunteer Nashville",1
"Unity of Nashville Spirituality Meetup Group","Nashville Networking Business Luncheon",1
"Unity of Nashville Spirituality Meetup Group","Nashville Christian Universalists",1
"Unity of Nashville Spirituality Meetup Group","Team Green Adventures",1
"Unity of Nashville Spirituality Meetup Group","Conscious Transformation - Nashville",1
"Unity of Nashville Spirituality Meetup Group","A Course in Miracles Study Group, Nashville",1
"Unity of Nashville Spirituality Meetup Group","Intellectual Society of Greater Nashville",1
"Unity of Nashville Spirituality Meetup Group","Nashville Metaphysical, New Age, and Psychic Meetup",1
"Nashville Filmmakers","Middle Tennessee Hiking Meetup",1
"Nashville Filmmakers","WordPress Nashville",1
"Nashville Filmmakers","Eat Love Nash",1
"Nashville Filmmakers","Tails of the Trail",1
"Nashville Filmmakers","Paid To Speak Entrepreneurs",1
"Nashville Filmmakers","Nashville Startup Founder 101",1
"Nashville Filmmakers","PROVIDENT LIVING & SELF-RELIANCE",1
"Nashville Filmmakers","T-VOE: Tennessee Voice Over Exchange",1
"Nashville Filmmakers","Nashville Virtual Reality Meetup",1
"Nashville Filmmakers","Nashville Mobile .NET Developers",1
"Nashville Filmmakers","One Dharma Nashville Meditation Group",1
"Nashville Filmmakers","The Joy of Dining Out with Friends Meetup",1
"Nashville Filmmakers","20s in Nashville",3
"Nashville Filmmakers","Lesbians in the Workplace, Nashville",1
"Nashville Filmmakers","Nashville .NET User Group",1
"Nashville Filmmakers","PyNash",1
"Nashville Filmmakers","Intellectual Society of Greater Nashville",1
"Nashville Filmmakers","Nashville Pick-a-Flick",1
"Nashville Filmmakers","What the Pho!",1
"Nashville Filmmakers","The Nashville Songwriters Meetup Group",2
"Nashville Filmmakers","Greater Nashville Healthcare Analytics",1
"Nashville Filmmakers","All Things Angular",1
"Nashville Filmmakers","SCORE Nashville Events, Networking and Workshops",1
"Nashville Filmmakers","Nashville UX",3
"Nashville Filmmakers","Nashville Psychic Meetup",1
"Nashville Filmmakers","Data Science Nashville",1
"Nashville Filmmakers","Nashville Amazon Sellers",1
"Nashville Filmmakers","Nashville Professional Photography Meetup by ASMP Tennessee",1
"Nashville Filmmakers","Nashville Game Developers",2
"Nashville Filmmakers","Design Thinking Nashville",1
"Nashville Filmmakers","All Things Gardening",1
"Nashville Filmmakers","Soul Evolution, Ascension & Beyond of Nashville",1
"Nashville Filmmakers","The Nashville Football Giants",1
"Nashville Filmmakers","Nashville Amazon Web Services User Group",1
"Nashville Filmmakers","Movie Lovers:  New, Classic, and Foreign Films Meetup",1
"Nashville Filmmakers","Make Nashville Meetup",1
"Nashville Filmmakers","Nashville Product Meetup",1
"Nashville Filmmakers","Nashville Music Programmers",1
"10X Revolution Nashville","Let's Talk Franklin Toastmasters Club",1
"Networking for Charity","Happy Hour Networking for Charity",3
"Networking for Charity","Nashville Young Professionals Meetup",2
"Networking for Charity","Women & Horses",1
"Networking for Charity","Women 'n' Wine of Green Hills",4
"Networking for Charity","Women's  Business Network",1
"Networking for Charity","Stepping Out Social Dance Meetup",1
"Networking for Charity","Ambrosia - Friends, Food and Fun",1
"Networking for Charity","Women'n'Wine of Murfreesboro",1
"Networking for Charity","Nashville Walking Women",1
"Networking for Charity","Network Middle Tennessee",1
"Networking for Charity","Free & Cheap Events",1
"Networking for Charity","Greater Nashville Networking Group",2
"Networking for Charity","Nashville Network After Work - Business Networking Events",2
"Networking for Charity","TGIT =Thank Goodness It's THURSDAY Happy Hour & Business",1
"Networking for Charity","Nashville's Society of Women Business Owners (SOWBO)",1
"Networking for Charity","Women 'n' Wine of Williamson County",3
"Networking for Charity","Nashville Networking Business Luncheon",3
"Networking for Charity","Christian Business Leaders Roundtable | CEO Fellowship",1
"Networking for Charity","Boost Nashville - The Business Networking Group!",1
"Networking for Charity","Couples New 2 Nashville & Know (almost) NoOne.  Ages 40 & Up",1
"Networking for Charity","Fun Happenings Social Group-Nashvilles Most Fun Social Group",1
"Networking for Charity","Franklin AM - Networking",1
"Networking for Charity","Nashville Skiing Meetup",1
"Networking for Charity","Brentwood - Grow Your Business In Tennessee",2
"Networking for Charity","Networking Today Int'l -Middle Tennessee",1
"Networking for Charity","Women 'n' Wine of Nashville",1
"Nashville Area Gamer Association - NAGA","Nash.rb",1
"Nashville Area Gamer Association - NAGA","Stepping Out Social Dance Meetup",2
"Nashville Area Gamer Association - NAGA","Nashville Backpacker Meetup",1
"Nashville Area Gamer Association - NAGA","Nashville Dungeon Delvers",1
"Nashville Area Gamer Association - NAGA","Developer Launchpad Nashville",1
"Nashville Area Gamer Association - NAGA","Nashville PHP User Group",1
"Nashville Area Gamer Association - NAGA","Nashville Networking Business Luncheon",1
"Nashville Area Gamer Association - NAGA","20s in Nashville",2
"Nashville Area Gamer Association - NAGA","Nashville LGBT Game Night Meetup",1
"Nashville Area Gamer Association - NAGA","PyNash",2
"Nashville Area Gamer Association - NAGA","Intellectual Society of Greater Nashville",1
"Nashville Area Gamer Association - NAGA","Nashville Tennis Meetup",1
"Nashville Area Gamer Association - NAGA","Nashville Software Beginners",1
"Nashville Area Gamer Association - NAGA","Nashville Linux Users Group",1
"Nashville Area Gamer Association - NAGA","All Things Angular",1
"Nashville Area Gamer Association - NAGA","NashMicro - The Nashville Microcontroller Makers Group",1
"Nashville Area Gamer Association - NAGA","NashBI",1
"Nashville Area Gamer Association - NAGA","Drink-n-Draw",1
"Nashville Area Gamer Association - NAGA","Nash |> Elixir",2
"Nashville Area Gamer Association - NAGA","Nashville Women Programmers",1
"Nashville Area Gamer Association - NAGA","Data Science Nashville",1
"Nashville Area Gamer Association - NAGA","Nashville Mobile Developers",1
"Nashville Area Gamer Association - NAGA","Nashville Game Developers",1
"Nashville Area Gamer Association - NAGA","Franklin Gaming and Comics",1
"Nashville Area Gamer Association - NAGA","Board Game Lovers Meetup",6
"Nashville Area Gamer Association - NAGA","Team Green Adventures",1
"Nashville Area Gamer Association - NAGA","¡Diablos Que Bailan! (Salsa Nashville)",1
"Nashville Area Gamer Association - NAGA","NashJS",2
"Nashville Area Gamer Association - NAGA","Nashville ADHD Adults",1
"Nashville Area Gamer Association - NAGA","The Greater Nashville RPG and Board Gamers Group",6
"Nashville Area Gamer Association - NAGA","Nashville Product Meetup",1
"Wine, Women, and the World","Women's  Business Network",1
"Wine, Women, and the World","Stepping Out Social Dance Meetup",1
"Wine, Women, and the World","East Nashville YA Lit!",1
"Wine, Women, and the World","Nashville Ladies Volunteering and Having Fun",1
"Wine, Women, and the World","Eat Love Nash",2
"Wine, Women, and the World","You are a Badass!",1
"Wine, Women, and the World","The Joy of Dining Out with Friends Meetup",1
"Wine, Women, and the World","20s in Nashville",1
"Wine, Women, and the World","Board Game Lovers Meetup",1
"Wine, Women, and the World","Nashville Comedy Meetup",1
"Wine, Women, and the World","¡Diablos Que Bailan! (Salsa Nashville)",1
"Nashville Startup Founder 101","Nash.rb",2
"Nashville Startup Founder 101","Nashville Christian Technologists and Entrepreneurs",1
"Nashville Startup Founder 101","Tennessee Americans United for Separation of Church & State",1
"Nashville Startup Founder 101","State & Local Government Developers Network",1
"Nashville Startup Founder 101","Network Middle Tennessee",1
"Nashville Startup Founder 101","WordPress Nashville",2
"Nashville Startup Founder 101","Nashville Real Estate Investor Network",1
"Nashville Startup Founder 101","Developer Launchpad Nashville",2
"Nashville Startup Founder 101","Build and Develop Your Online Presence Nashville, TN",1
"Nashville Startup Founder 101","Let's Talk Franklin Toastmasters Club",1
"Nashville Startup Founder 101","Tennessee Real Estate Investors Meetup",1
"Nashville Startup Founder 101","Paid To Speak Entrepreneurs",1
"Nashville Startup Founder 101","Full-Stack Marketing Mastermind",1
"Nashville Startup Founder 101","Nashville Virtual Reality Meetup",2
"Nashville Startup Founder 101","Nashville Mobile .NET Developers",1
"Nashville Startup Founder 101","Nashville Modern Excel & Power BI User Group",1
"Nashville Startup Founder 101","Nashville Networking Business Luncheon",2
"Nashville Startup Founder 101","Nashville Bloggers",1
"Nashville Startup Founder 101","20s in Nashville",1
"Nashville Startup Founder 101","Nashville API Developers",1
"Nashville Startup Founder 101","GKIC Nashville Chapter Business Building Meetup",1
"Nashville Startup Founder 101","Nashville .NET User Group",2
"Nashville Startup Founder 101","Nashville Salesforce Admins & Developers Group",1
"Nashville Startup Founder 101","Franklin AM - Networking",1
